Year,Indicator Name,Indicator Code,Value
1979,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,529999.97
1978,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,110000.0
1977,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,30000.0
1976,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,50000.0
1975,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,20000.0
1974,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,20000.0
1971,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,20000.0
1970,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,20000.0
2022,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,9020000.46
2021,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,3000000.0
2020,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,4159999.85
2019,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,1399999.98
2018,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,1789999.96
2017,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,2890000.1
2016,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,4730000.02
2015,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,4000000.0
2014,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,4409999.85
2013,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,3619999.89
2012,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,5190000.06
2011,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,11720000.27
2010,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,11470000.27
2009,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,25000000.0
2008,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,42049999.24
2007,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,30729999.54
2006,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,15359999.66
2005,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,45689998.63
2004,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,5449999.81
2003,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,5820000.17
2002,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,3539999.96
2001,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,2750000.0
2000,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,1370000.0
1999,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,2529999.97
1998,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,2170000.08
1997,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,3619999.89
1996,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,4039999.96
1995,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,4039999.96
1994,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,4909999.85
1993,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,5940000.06
1992,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,7590000.15
1991,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,9779999.73
1990,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,4309999.94
1989,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,15439999.58
1988,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,28250000.0
1987,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,21770000.46
1986,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,21559999.47
1985,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,21930000.31
1984,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,30440000.53
1983,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,36090000.15
1982,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,33349998.47
1981,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,32799999.24
1980,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,29280000.69
1979,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,17260000.23
1978,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,25239999.77
1977,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,16209999.08
1976,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,13060000.42
1975,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,9430000.31
1974,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,7059999.94
1973,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,4769999.98
1972,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,7630000.11
1971,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,5659999.85
1970,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,8439999.58
1969,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,2799999.95
1968,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,3359999.9
1967,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,7599999.9
1966,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,5150000.1
1965,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,4840000.15
1964,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,2319999.93
1963,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,1860000.01
1962,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,1830000.04
1961,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,2380000.11
1960,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,1850000.02
2022,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,16950000.76
2021,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,64930000.31
2020,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,24840000.15
2019,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,14439999.58
2018,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,27340000.15
2017,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,36270000.46
2016,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,36580001.83
2015,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,117279998.78
2014,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,39130001.07
2013,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,42810001.37
2012,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,46490001.68
2011,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,46919998.17
2010,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,48099998.47
2009,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,59229999.54
2008,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,111599998.47
2007,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,66139999.39
2006,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,24530000.69
2005,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,16090000.15
2004,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,14869999.89
2003,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,15189999.58
2002,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,12550000.19
2001,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,7079999.92
2000,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,5960000.04
1999,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,7130000.11
1998,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,5019999.98
1997,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,7179999.83
1996,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,5340000.15
1995,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,7190000.06
1994,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,6260000.23
1993,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,6469999.79
1992,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,10539999.96
1991,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,1870000.0
1990,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,15500000.0
1989,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,4099999.9
1988,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,7510000.23
1987,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,11649999.62
1986,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,12819999.69
1985,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,14960000.04
1984,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,16739999.77
1983,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,13449999.81
1982,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,12529999.73
1981,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,20420000.08
1980,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,6789999.96
1979,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,4389999.87
1978,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,6320000.17
1977,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,6019999.98
1976,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,4849999.9
1975,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,12159999.85
1974,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,2619999.89
1973,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,1870000.0
1972,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,10000.0
1971,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,50000.0
1970,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,1110000.01
2022,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,3710000.04
2021,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,7590000.15
2020,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,3519999.98
2019,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,3240000.01
2018,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,3410000.09
2017,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,3269999.98
2016,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,3430000.07
2015,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,7429999.83
2014,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,8579999.92
2013,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,11720000.27
2012,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,8510000.23
2011,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,10779999.73
2010,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,9939999.58
2009,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,9310000.42
2008,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,7210000.04
2007,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,8520000.46
2006,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,6690000.06
2005,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,11100000.38
2004,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,5360000.13
2003,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,5030000.21
2002,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,3049999.95
2001,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,980000.02
2000,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,1919999.96
1999,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,2059999.94
1998,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,2509999.99
1997,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,2210000.04
1996,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,2089999.91
1995,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,3980000.02
1994,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,3730000.02
1993,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,3319999.93
1992,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,3940000.06
1991,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,10250000.0
1990,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,3609999.9
1989,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,3579999.92
1988,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,3970000.03
1987,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,4260000.23
1986,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,3839999.91
1985,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,3309999.94
1984,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,1929999.95
1983,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,4500000.0
1982,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,2470000.03
1981,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,1169999.96
1980,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,1240000.01
1979,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,699999.99
1978,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,300000.01
1977,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,220000.0
1976,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,170000.0
1975,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,70000.0
1974,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,30000.0
1973,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,30000.0
1972,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,190000.0
1971,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,10000.0
1970,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,10000.0
1969,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,20000.0
2022,"Net bilateral aid flows from DAC donors, Czechia (current US$)",DC.DAC.CZEL.CD,20000.0
2021,"Net bilateral aid flows from DAC donors, Czechia (current US$)",DC.DAC.CZEL.CD,40000.0
2020,"Net bilateral aid flows from DAC donors, Czechia (current US$)",DC.DAC.CZEL.CD,10000.0
2019,"Net bilateral aid flows from DAC donors, Czechia (current US$)",DC.DAC.CZEL.CD,100000.0
2018,"Net bilateral aid flows from DAC donors, Czechia (current US$)",DC.DAC.CZEL.CD,120000.0
2017,"Net bilateral aid flows from DAC donors, Czechia (current US$)",DC.DAC.CZEL.CD,170000.0
